generation,par_fixed,pro_fixed,par_fixed_std,pro_fixed_std,par_nmuts,pro_nmuts,par_nmuts_std,pro_nmuts_std
66,5.0,0.0,0.0,0.0,225.0565566666667,285.61213,0.08097099693374414,7.205040445548441
67,5.0,0.0,0.0,0.0,225.05706333333336,287.3397366666666,0.08049559953465986,7.270909488318654
68,5.0,0.0,0.0,0.0,225.05887,288.88160666666664,0.08421199300970555,7.362838549300582
69,5.0,0.0,0.0,0.0,225.05707,290.49514999999997,0.07803948138958648,7.706156094156151
70,5.0,0.0,0.0,0.0,225.0597833333333,291.9118966666667,0.08326208120547074,7.90286285576942
71,5.0,0.0,0.0,0.0,225.06389,293.5083566666667,0.09266465291576999,8.217446852244043
72,5.0,0.0,0.0,0.0,225.06525333333335,294.93799333333334,0.09283567465629206,8.319180863787013
73,5.0,0.0,0.0,0.0,225.0674666666667,296.29401333333334,0.1009275647845189,8.282170721753245
74,5.0,0.0,0.0,0.0,225.06833000000003,297.8704466666666,0.1050138561756924,8.380953093137903
75,5.0,0.0,0.0,0.0,225.07200000000003,299.52426,0.1041561007974728,8.270709885772943
76,5.0,0.0,0.0,0.0,225.07489,300.99208333333337,0.10640356150054367,8.450191325825443
77,5.0,0.0,0.0,0.0,225.07481666666675,302.5353766666667,0.10491382045384877,8.707146529738916
78,5.0,0.0,0.0,0.0,225.07671000000002,304.1664466666667,0.1110335550383056,8.954005859603969
79,5.0,0.0,0.0,0.0,225.07917333333336,305.8461733333333,0.11791493619460476,9.120178017448758
80,5.0,0.0,0.0,0.0,225.0830966666667,307.28756666666663,0.12203255754101058,9.234525319269105
81,5.0,0.0,0.0,0.0,225.08700333333334,308.73469,0.13201511272914437,9.4395091461668
82,5.0,0.0,0.0,0.0,225.08807000000004,310.1856566666666,0.13191827684845986,9.457779565281458
83,5.0,0.0,0.0,0.0,225.08717333333334,311.75346,0.12784759572762144,9.646203883598744
84,5.0,0.0,0.0,0.0,225.0894133333333,313.30912,0.12694455587644018,9.86119414399696
85,5.0,0.0,0.0,0.0,225.09196,314.8070166666667,0.13736020999142745,10.094409229686942
86,5.0,0.0,0.0,0.0,225.09078000000002,316.44143333333335,0.13682100407304412,10.308484441953627
87,5.0,0.0,0.0,0.0,225.0898266666667,318.07084000000003,0.1348357558908869,10.371752937075454
88,5.0,0.0,0.0,0.0,225.09014333333332,319.5607166666667,0.13518867683517205,10.57304428213296
89,5.0,0.0,0.0,0.0,225.0919566666667,321.2034433333334,0.1374024231955169,10.769582696037432
90,5.0,0.0,0.0,0.0,225.0934266666667,322.88026,0.14238391825545965,10.875185388210884
91,5.0,0.0,0.0,0.0,225.09405000000004,324.3338066666667,0.13953571725149422,10.980564363069462
92,5.0,0.0,0.0,0.0,225.0966266666667,325.92779333333334,0.14855297805459544,11.190891437214065
93,5.0,0.0,0.0,0.0,225.10326666666663,327.5011433333333,0.16065127173823268,11.472166880396998
94,5.0,0.0,0.0,0.0,225.10142333333334,329.06548666666663,0.15215055303510636,11.755666077297933
95,5.0,0.0,0.0,0.0,225.10507,330.51177333333334,0.16624346466687054,11.80233370198736
96,5.0,0.0,0.0,0.0,225.10402333333332,332.02879666666666,0.16696468858214747,11.947744102632468
97,5.0,0.0,0.0,0.0,225.10608666666667,333.5351866666666,0.16900952386050708,12.03661326927323
98,5.0,0.0,0.0,0.0,225.10681333333335,334.9818166666667,0.15845854221215078,12.20463951649126
99,5.0,0.0,0.0,0.0,225.10736000000006,336.2750066666667,0.15698194998859777,12.342573222430836
100,5.0,0.0,0.0,0.0,225.10840999999996,337.65744333333333,0.15678131872133277,12.533020021266045
101,5.0,0.0,0.0,0.0,225.11218666666664,339.0863066666667,0.1707138106761011,12.567140832140158
102,5.0,0.0,0.0,0.0,225.1166833333333,340.3948633333333,0.1843337515064585,12.604252522691164
103,5.0,0.0,0.0,0.0,225.11861666666667,341.6660766666667,0.19015205246211772,12.684797979984195
104,5.0,0.0,0.0,0.0,225.12105000000008,343.0320233333334,0.1919666601551201,12.8242363389062
105,5.0,0.0,0.0,0.0,225.12761666666663,344.41983999999997,0.20322949466059168,12.86593121926448
106,5.0,0.0,0.0,0.0,225.12532,345.54132,0.20571674117582095,12.945864257310562
107,5.0,0.0,0.0,0.0,225.13129333333333,346.85834666666676,0.21994778309609964,13.006235788003982
108,5.0,0.0,0.0,0.0,225.1300266666666,348.2292833333333,0.21106617014049994,13.07892294150104
109,5.0,0.0,0.0,0.0,225.12951999999993,349.59454666666664,0.22144965477507456,13.08882628355788
110,5.0,0.0,0.0,0.0,225.13241666666664,350.93317333333334,0.22425097732971724,13.193129991651798
111,5.0,0.0,0.0,0.0,225.13581333333332,352.43065,0.22957977708074365,13.178489600133748
112,5.0,0.0,0.0,0.0,225.13547333333332,353.58512999999994,0.24033557641116973,13.178945989206925
113,5.0,0.0,0.0,0.0,225.13700333333335,354.66543666666655,0.2332672453789137,13.258628052093727
114,5.0,0.0,0.0,0.0,225.14398666666668,356.1257966666666,0.23673987562536156,13.338712535648092
115,5.0,0.0,0.0,0.0,225.14219333333338,357.4536033333333,0.24284506803035244,13.478550342813827
116,5.0,0.0,0.0,0.0,225.14320333333333,358.71448,0.2567489517234905,13.477291420288342
117,5.0,0.0,0.0,0.0,225.14840666666666,359.9149366666666,0.2580820738533476,13.594779415781879
118,5.0,0.0,0.0,0.0,225.16226666666674,361.07271000000014,0.29363990419105646,13.649635515414976
119,5.0,0.0,0.0,0.0,225.1643,362.3408733333333,0.29769240463568664,13.765562567894646
120,5.0,0.0,0.0,0.0,225.1674866666666,363.5509066666667,0.2999688295658584,13.790074853320334
121,5.0,0.0,0.0,0.0,225.17227,364.7017633333334,0.3104722986211674,13.79958319372928
122,5.0,0.0,0.0,0.0,225.1838633333333,365.8122633333334,0.333316396553051,13.793419895837213
123,5.0,0.0,0.0,0.0,225.18535666666662,366.8847633333334,0.3359467393468458,13.8984986523561
124,5.0,0.0,0.0,0.0,225.18690333333333,368.01056999999986,0.33632483403532615,14.002248168402971
125,5.0,0.0,0.0,0.0,225.18948333333333,369.06208333333336,0.32605054609847095,14.06389166864919
126,5.0,0.0,0.0,0.0,225.19299999999998,370.02345333333324,0.34401565855834704,14.055723021643374
127,5.0,0.0,0.0,0.0,225.19345333333334,371.1048733333334,0.3468854774834048,14.003019035414395
128,5.0,0.0,0.0,0.0,225.19915666666668,372.0247166666666,0.35928473838076336,14.049739517662477
129,5.0,0.0,0.0,0.0,225.20328333333327,373.0641133333333,0.3776677033672151,14.053981503175534
130,5.0,0.0,0.0,0.0,225.19944333333325,373.98683666666665,0.3633037329073904,14.08970545599359
131,5.0,0.0,0.0,0.0,225.19715666666667,374.96030333333334,0.3554336958171269,14.08624135531587
132,5.0,0.0,0.0,0.0,225.20781,375.89607666666666,0.38322428957755517,14.06301703522438
133,5.0,0.0,0.0,0.0,225.21831666666668,376.89826,0.39553916894116475,14.058630519093954
134,5.0,0.0,0.0,0.0,225.21740999999997,377.79595333333333,0.3792367007995569,14.0122250672618
135,5.0,0.0,0.0,0.0,225.22547333333333,378.76792666666654,0.4239932708585517,14.00026535808677
136,5.0,0.0,0.0,0.0,225.23028,379.91122,0.41860434971462146,13.956455694466271
137,5.0,0.0,0.0,0.0,225.24040000000002,380.9000633333333,0.43890678585169557,14.001401052568912
138,5.0,0.0,0.0,0.0,225.24442333333337,381.8035633333334,0.4621421951809481,13.958205806676746
139,5.0,0.0,0.0,0.0,225.2433733333333,382.63849999999996,0.45748991313713305,13.977698146332964
140,5.0,0.0,0.0,0.0,225.25845,383.5058133333334,0.4938694505298611,13.98682039201508
141,5.0,0.0,0.0,0.0,225.26690000000002,384.31110666666666,0.5176761160330949,13.96484992351869
142,5.0,0.0,0.0,0.0,225.27541666666664,385.2006966666668,0.5431226572638381,13.93121315504584
143,5.0,0.0,0.0,0.0,225.27479333333332,386.0591366666666,0.5456593214329494,13.798771863393819
144,5.0,0.0,0.0,0.0,225.27968333333334,386.91102,0.5507438048776496,13.79884882459564
145,5.0,0.0,0.0,0.0,225.28716,387.72833666666673,0.581730559012407,13.729349778201849
146,5.0,0.0,0.0,0.0,225.29835,388.58905,0.6148464638970177,13.83541035647098
147,5.0,0.0,0.0,0.0,225.30090333333334,389.39649666666674,0.6326655765621099,13.837210430855151
148,5.0,0.0,0.0,0.0,225.30773666666667,390.1200633333333,0.6403229884553917,13.820212839066553
149,5.0,0.0,0.0,0.0,225.31526333333335,390.8811266666666,0.6741437042566565,13.788000252133898
150,5.0,0.0,0.0,0.0,225.31617999999997,391.66303666666676,0.66900538184183,13.877676123015778
151,5.0,0.0,0.0,0.0,225.31788666666668,392.4484333333333,0.6865485533044581,13.833124014761735
152,5.0,0.0,0.0,0.0,225.32861666666668,393.1937633333333,0.7189979282538519,13.829954093303341
153,5.0,0.0,0.0,0.0,225.3335333333333,393.9027,0.7327602518332069,13.865084459934282
154,5.0,0.0,0.0,0.0,225.34613,394.69543666666664,0.7719909281202713,13.868138464415875
155,5.0,0.0,0.0,0.0,225.35298333333333,395.49935333333326,0.7685508851439555,13.83013585117016
156,5.0,0.0,0.0,0.0,225.36538333333334,396.1883666666667,0.7945735535143642,13.815851957121977
157,5.0,0.0,0.0,0.0,225.37207999999998,396.92660333333333,0.8423039212910167,13.674268266727598
158,5.0,0.0,0.0,0.0,225.37188666666668,397.66395333333327,0.8375325907025286,13.620440996533278
159,5.0,0.0,0.0,0.0,225.37802,398.39834,0.8747836657266873,13.67131391409521
160,5.0,0.0,0.0,0.0,225.38933333333338,399.18631,0.9038328348391279,13.612517792438531
161,5.0,0.0,0.0,0.0,225.40073,399.7609933333333,0.9207258027049451,13.550129970920738
162,5.0,0.01,0.0,0.09949874371066199,225.39966000000004,400.3948133333334,0.9097647534512564,13.425218407022907
163,5.0,0.01,0.0,0.09949874371066199,225.41940666666665,401.12217999999996,0.9665708924738922,13.424681868808332
164,5.0,0.01,0.0,0.09949874371066199,225.42924333333332,401.74361666666664,0.9878368104713552,13.383317730864714
165,5.0,0.01,0.0,0.09949874371066199,225.4333266666667,402.3888333333333,1.0331203941673228,13.242342505387784
166,5.0,0.01,0.0,0.09949874371066199,225.43655333333334,402.9840366666667,1.0661837065179927,13.177078737708396
167,5.0,0.01,0.0,0.09949874371066199,225.44971999999999,403.6158900000001,1.0801897803626903,13.190599403114916
168,5.0,0.01,0.0,0.09949874371066199,225.45659,404.23789000000005,1.0828671754549481,13.156818769415095
169,5.0,0.01,0.0,0.09949874371066199,225.46456666666663,404.93394666666677,1.103701355037272,13.125559094184647
170,5.0,0.01,0.0,0.09949874371066199,225.46805333333333,405.4450500000001,1.1152580416108997,13.193867276493355
171,5.0,0.01,0.0,0.09949874371066199,225.4842366666667,405.9941966666667,1.1194381718771047,13.126219568405407
172,5.0,0.01,0.0,0.09949874371066199,225.48932666666667,406.59719666666666,1.1241352992708074,13.045939820674306
173,5.0,0.01,0.0,0.09949874371066199,225.49776666666665,407.23901666666666,1.1121214497027245,12.978533987180098
174,5.0,0.01,0.0,0.09949874371066199,225.51057666666668,407.87027333333333,1.1825850195933754,12.934556558166191
175,5.0,0.01,0.0,0.09949874371066199,225.53190999999998,408.4076166666666,1.2402250144003883,12.993220314915947
176,5.0,0.01,0.0,0.09949874371066199,225.54762,408.9447766666666,1.2836692867799784,12.90750579159747
177,5.0,0.02,0.0,0.13999999999999999,225.55634999999998,409.55678,1.3259467564096727,12.905908124853346
178,5.0,0.02,0.0,0.13999999999999999,225.57102999999998,410.0812333333332,1.4115072386125243,12.840904938472557
179,5.0,0.02,0.0,0.13999999999999999,225.57118,410.59308333333337,1.4152586213755347,12.740699618970437
180,5.0,0.02,0.0,0.13999999999999999,225.5758466666667,411.21604,1.4214920497843102,12.67724878033085
181,5.0,0.02,0.0,0.13999999999999999,225.58698666666663,411.8064999999999,1.4262415253774894,12.52957419747375
182,5.0,0.03,0.0,0.1705872210923198,225.59775666666664,412.24401,1.4743264155802729,12.461688133587236
183,5.0,0.04,0.0,0.19595917942265423,225.61451666666665,412.8019033333333,1.5390575755420377,12.403673102243634
184,5.0,0.06,0.0,0.27640549922170504,225.62078333333332,413.29162666666673,1.5746593898893393,12.432220362007387
185,5.0,0.08,0.0,0.3059411708155671,225.63519666666667,413.87217999999996,1.626729668243757,12.391236228473016
186,5.0,0.08,0.0,0.3059411708155671,225.64002,414.33734333333337,1.597306303207581,12.429189140751166
187,5.0,0.09,0.0,0.3192177939902474,225.64229333333333,414.8647266666667,1.55985127729822,12.368509501092776
188,5.0,0.09,0.0,0.3192177939902474,225.65525666666667,415.26232333333326,1.613057384014041,12.381466822047198
189,5.0,0.1,0.0,0.33166247903553997,225.6663333333333,415.78386333333344,1.642173716619396,12.412531199745507
190,5.0,0.1,0.0,0.33166247903553997,225.67970999999997,416.2253666666667,1.7174238929635939,12.475818554797204
191,5.0,0.11,0.0,0.3973663297261106,225.69926666666666,416.6935133333334,1.7837709980076843,12.482083506674675
192,5.0,0.13,0.0,0.43943145085439655,225.71285333333333,417.12620666666663,1.8140401498190595,12.466151426498877
193,5.0,0.14,0.0,0.4694677837722201,225.73450333333335,417.63703999999996,1.8609557810108703,12.413331617550904
194,5.0,0.16,0.0,0.48414873747640824,225.7627933333333,418.0306766666667,1.942390995528736,12.394826375499935
195,5.0,0.17,0.0,0.4910193478876368,225.7988633333333,418.52347000000003,2.0663324477575125,12.386533415599645
196,5.0,0.21,0.0,0.5530822723609934,225.82155666666668,418.9004433333334,2.128683477882776,12.342555474640033
197,5.0,0.23,0.0,0.6140846847137615,225.82628,419.36021666666676,2.145923982147447,12.299926731613304
198,5.0,0.25,0.0,0.6689544080129826,225.85821666666664,419.7962999999999,2.2407872601560777,12.248269398889697
199,5.0,0.27,0.0,0.7050531894828928,225.87672333333333,420.2630166666667,2.3094830869723006,12.211044802725388
200,5.0,0.29,0.0,0.7251896303726356,225.89998333333332,420.61727999999994,2.3937129626377507,12.10575261185267
201,5.0,0.34,0.0,0.7644605941446558,225.92735000000002,420.92235,2.462041862346057,12.18273867343783
202,5.0,0.37,0.0,0.808146026408594,225.94706333333335,421.39187000000004,2.5480481836081674,12.118776045358064
203,5.0,0.39,0.0,0.8233468284993877,225.98033333333333,421.77636,2.6270851646306057,12.090504439497598
204,5.0,0.41,0.0,0.8257723657279892,225.99883333333335,422.18214,2.6709222533299872,12.05685531187594
205,5.0,0.42,0.0,0.8268010643437755,226.0155266666667,422.50579,2.749205462262386,12.074518816973848
206,5.0,0.43,0.0,0.8277076778670112,226.0308666666667,422.8884733333333,2.8146081977189423,12.127400491740458
207,5.0,0.45,0.0,0.852936105461599,226.0569133333333,423.22713333333326,2.9209085696900696,12.039234081396813
208,5.0,0.47,0.0,0.8655056325639944,226.06018,423.6399733333333,2.958720832995232,12.008875405732212
209,5.0,0.51,0.0,0.9326842981416594,226.09021333333334,423.9814200000001,3.0503541136945613,11.999193066722816
210,5.0,0.54,0.0,0.9941830817309255,226.13015333333334,424.32540000000006,3.148528567590477,11.985709411721203
211,5.0,0.6,0.0,1.0488088481701516,226.1535166666667,424.6616,3.2104414806741666,11.965219700077016
212,5.0,0.63,0.0,1.0738249391777042,226.16532333333333,424.9214966666667,3.26265109976364,11.955370778905186
213,5.0,0.65,0.0,1.0712142642814275,226.17206333333328,425.37571,3.2939429913757357,11.834473340734966
214,5.0,0.67,0.0,1.1229870880824944,226.1995533333333,425.6883933333333,3.359039287990938,11.853830063587043
215,5.0,0.71,0.0,1.1427598172844546,226.21905999999996,426.01993000000004,3.4172919552638614,11.84647840267731
216,5.0,0.72,0.0,1.1668761716651859,226.24717000000004,426.26995000000005,3.4888250914710226,11.84579863640129
217,5.0,0.73,0.0,1.2153600289626116,226.26845666666665,426.56835,3.5442350334827784,11.892319604067065
218,5.0,0.75,0.0,1.2196310917650468,226.28490666666664,426.90151000000003,3.615891595621871,11.875047463245965
219,5.0,0.76,0.0,1.2257242756835651,226.31331333333335,427.1947733333334,3.682167980602973,11.837420790008833
220,5.0,0.85,0.0,1.306713434537198,226.33906666666667,427.46874,3.7732528136285195,11.823209036521725
221,5.0,0.87,0.0,1.301191761424887,226.36791000000002,427.75552000000005,3.8655335218526643,11.832498605424712
222,5.0,0.9,0.0,1.3152946437965904,226.38585666666668,428.04391000000004,3.90025724344063,11.835764624490656
223,5.0,0.95,0.0,1.3219304066402287,226.39770000000001,428.25839666666667,3.972763319152049,11.857828212310025
224,5.0,0.97,0.0,1.3300751858447701,226.41566333333336,428.46699,4.024870354432412,11.859626285235782
225,5.0,0.97,0.0,1.3300751858447701,226.42864999999998,428.73627999999997,4.074462542164302,11.821201513732293
226,5.0,0.99,0.0,1.3228378585450296,226.44286333333338,428.99072666666655,4.1627295439130645,11.837376471947753
227,5.0,1.02,0.0,1.3340164916521835,226.47589666666667,429.1929766666667,4.260975845897534,11.824634865516519
228,5.0,1.1,0.0,1.3527749258468684,226.51143666666664,429.4589833333334,4.403011520335952,11.795126736484107
229,5.0,1.11,0.0,1.363048054912225,226.53707333333332,429.7211733333332,4.462437022918206,11.798281629823144
230,5.0,1.15,0.0,1.3811227316933132,226.55768333333333,429.97583666666674,4.497248756091515,11.802715044946698
231,5.0,1.21,0.0,1.4233411397131748,226.59713333333332,430.2204033333333,4.6385642079323555,11.762571115505416
232,5.0,1.28,0.0,1.4634206503941372,226.60293333333334,430.51766000000003,4.669189848356993,11.740338574710886
233,5.0,1.34,0.0,1.5311433636338567,226.62206999999998,430.7824833333333,4.710030154726542,11.716345322418876
234,5.0,1.4,0.0,1.5556349186104046,226.66127,430.98502333333346,4.800188577012134,11.637416498447775
235,5.0,1.46,0.0,1.5454449197561198,226.66284666666667,431.18595333333326,4.817537995103586,11.629542753409428
236,5.0,1.53,0.0,1.5840138888279989,226.65791666666667,431.4340966666667,4.81403427614973,11.564494705807755
237,5.0,1.58,0.0,1.5885842753848471,226.6679433333333,431.6510333333334,4.858545453586565,11.53789549330572
238,5.0,1.66,0.0,1.6138153549895353,226.68508666666668,431.8255766666667,4.891763678679138,11.566634186203675
239,5.0,1.7,0.0,1.6155494421403511,226.70169333333334,432.00384666666673,4.9127953899723265,11.49029287291572
240,5.0,1.76,0.0,1.637803407005859,226.71420666666666,432.2280466666667,4.918261007438391,11.427441030161663
241,5.0,1.78,0.0,1.6283734215467902,226.73595333333336,432.36906666666664,4.9636878554872,11.37590597534983
242,5.0,1.85,0.0,1.6575584454250776,226.74879666666666,432.5690233333333,5.023898804911268,11.383454491620231
243,5.0,1.94,0.0,1.7367786272291585,226.76717333333335,432.81095,5.14756033443244,11.399757617830208
244,5.0,2.01,0.0,1.8138081486199138,226.79256,432.95787333333334,5.2039355594011765,11.32420572488469
245,5.0,2.03,0.0,1.8190931806809678,226.81222333333335,433.10088999999994,5.2424224917822535,11.307616222318181
246,5.0,2.05,0.0,1.8186533479473213,226.82485666666668,433.25213333333323,5.277716909223155,11.22585067264145
247,5.0,2.11,0.0,1.8649128665972572,226.84153333333333,433.33100999999994,5.313505771145825,11.216854366775724
248,5.0,2.22,0.0,1.88456891622461,226.88288,433.5737133333334,5.390816556890473,11.178779650055231
249,5.0,2.3,0.0,1.8947295321496416,226.92012333333335,433.74948333333333,5.468465604954159,11.162362532524197
250,5.0,2.31,0.0,1.901026038748549,226.91844333333336,433.9533833333333,5.475793537836422,11.128261965861215
251,5.0,2.39,0.0,1.8756065685532244,226.9582733333333,434.1093100000001,5.495995939546455,11.114483076824179
252,5.0,2.41,0.0,1.8978672240175285,226.98323999999994,434.3417166666667,5.545611057820611,11.040623532449505
253,5.0,2.51,0.0,1.9052296449509702,227.01536333333334,434.4863299999999,5.633429831933848,11.087655900995385
254,5.0,2.55,0.0,1.909842925478428,227.00105000000008,434.5967733333333,5.641758253589431,11.062600373719654
255,5.0,2.65,0.0,1.9461500456028562,227.00723000000002,434.6824166666666,5.613641782241027,11.088248149517476
256,5.0,2.73,0.0,1.9639501011991114,227.03496999999996,434.7876000000001,5.623582981436301,11.109272644257336
257,5.0,2.82,0.0,1.9868568141665368,227.06869333333336,434.9239133333334,5.689609820771742,11.093860983306637
258,5.0,2.88,0.0,2.0013995103427,227.07773333333336,435.03789333333333,5.692556360136748,11.051160627924009
259,5.0,2.91,0.0,1.9904522099261766,227.0766833333333,435.20305333333323,5.733569021584875,10.996677642484164
260,5.0,2.98,0.0,1.9797979694908263,227.09566333333333,435.3059933333334,5.755580415657487,10.987024419638526
261,5.0,3.05,0.0,1.9868316486305526,227.11501999999996,435.4421633333334,5.788937997752456,10.966978113155573
262,5.0,3.08,0.0,2.0083824337013105,227.14789333333331,435.5878500000001,5.870092925987913,10.923037937453826
263,5.0,3.11,0.0,2.0144229943087923,227.16639666666663,435.7709866666666,5.928046296433212,10.895670647751182
264,5.0,3.15,0.0,2.0512191496766015,227.17974666666666,435.9029933333334,5.9753847523021,10.912159670037827
265,5.0,3.17,0.0,2.049658508142271,227.19604666666666,436.03388000000007,6.008227868703604,10.991553628584287
