generation,par_fitness_mean,pro_fitness_mean,par_fitness_std,pro_fitness_std
0,1.1592740743000005,1.160769517974361,2.220446049250313e-16,0.00119800694957032
1,1.1592970667906908,1.1607969284343505,4.248861388977215e-06,0.0012018522346097038
2,1.159319747960505,1.1608760751139757,6.7715091350575755e-06,0.0011917939156453775
3,1.1593421538293347,1.1609217732956743,9.53266935019473e-06,0.0012095947124713248
4,1.159364954351138,1.160997747837116,1.3147250134317765e-05,0.0012641955234354556
5,1.1593872785452388,1.1611267993412917,1.5746608829154085e-05,0.0012857508497081229
6,1.1594095929947061,1.161300350564734,1.9265843815610846e-05,0.0012644109423444964
7,1.1594328741859905,1.161535992226169,2.1508731678199563e-05,0.0013191956132004093
8,1.159455027508466,1.1617909313404857,2.4943553481839037e-05,0.0013635581611169375
9,1.1594748819952685,1.1619909168266895,2.977967699253436e-05,0.0013959745176204677
10,1.1594978882996476,1.1621728307701773,3.291315800416655e-05,0.001465588090252791
11,1.1595183832543452,1.1624784633626786,3.806456487989703e-05,0.0014850311413921967
12,1.159544788029798,1.1627860610661434,4.273563699313731e-05,0.0015497646951294973
13,1.1595736592373376,1.1631303687857941,4.7320898496045375e-05,0.0015779111484118735
14,1.1595982818300217,1.1634604854424524,5.408760661915032e-05,0.0016252460715694573
15,1.159622990169249,1.163861709824509,5.6844182975544763e-05,0.0016824954697465752
16,1.1596481960397027,1.16431666678362,6.0472672635722416e-05,0.0017280761395849907
17,1.1596736561984675,1.1647135904152612,6.456672703043964e-05,0.001683047563475588
18,1.1596982393377244,1.1651894288318239,6.915095445411228e-05,0.001769703573769764
19,1.1597270332584066,1.1657530879156055,7.572604138816437e-05,0.0018144263334935818
20,1.159751379067541,1.1663193221787187,8.114838593709163e-05,0.0019150427005402643
21,1.1597781040704356,1.1668442742278564,8.811177049212672e-05,0.001972772160154101
22,1.1598064919658553,1.1674216015395904,9.617550107385623e-05,0.0020952896293144406
23,1.159827427015817,1.1679977667680637,9.638235442283975e-05,0.0021425754596101974
24,1.1598552163601061,1.1686230079501432,0.00010469076468701576,0.0022039057821913147
25,1.1598818534010622,1.1692635709284769,0.00011021163271848675,0.00224799134661939
26,1.159917333174561,1.1698727230186936,0.0001229312325401726,0.0022637602601529657
27,1.159946186166744,1.170526490105935,0.0001332217008030291,0.0022920135997146684
28,1.159971643752302,1.171203308620665,0.00013343544218973453,0.002270539144131451
29,1.1600060804694285,1.1719758276837287,0.00013868183509315206,0.002381920611409687
30,1.1600389788317438,1.1727626870423402,0.00015055451019482837,0.0024113678953949914
31,1.1600666831463418,1.1734132842023326,0.0001638185771716597,0.0024854459831112645
32,1.1600972364455264,1.1741447165781127,0.00017142106004204192,0.0024976427608254816
33,1.160118128791479,1.1749354168158042,0.000166487572625575,0.002474945568609114
34,1.1601410010325295,1.17580388245589,0.000174952438325183,0.0025706231391687106
35,1.1601660074444566,1.1766177301448593,0.0001818829468616637,0.0026545814620830147
36,1.1602025994696177,1.1775163098366916,0.00018941673647138754,0.002653388522619097
37,1.1602210404447861,1.178275296310322,0.00019013873381451261,0.002730221915792631
38,1.1602519840833632,1.1791555725198355,0.00019994934755200765,0.0027957442291734933
39,1.1602875201891516,1.1800895665196414,0.00020816741543526598,0.002874378335441693
40,1.1603194839340107,1.1808873852486217,0.00021493979459768792,0.0028918694139186767
41,1.160348619841018,1.1817804870975703,0.00021859821997240604,0.0030177091031557456
42,1.1603813384016552,1.1828124729065754,0.00022886960042411758,0.003175749841096616
43,1.160420560259476,1.1837740157590257,0.00024013644020592527,0.003257849419581822
44,1.160447500547673,1.1846719864018755,0.00024311243251912075,0.0033546073919635357
45,1.160479339129089,1.1855987739442768,0.0002536307894694783,0.0035497551196603254
46,1.1605083508293965,1.186684907843277,0.0002630758555788119,0.003625515409171054
47,1.1605370220281463,1.187681246285996,0.0002686813632226982,0.0036599993276866453
48,1.1605709667707282,1.1887482388916963,0.0002801838786251868,0.0038738275379501287
