U,s,K,SSD
0.060000000000000005,0.04,15.0,4.618674502159141
0.09000000000000001,0.03,10.0,4.944920277173961
0.02,0.05000000000000001,5.0,4.9873793955812085
0.01,0.06999999999999999,15.0,5.183188825236473
0.03,0.03,20.0,5.220410300834129
0.03,0.05000000000000001,0.0,5.242370213588422
0.060000000000000005,0.04,0.0,5.372410261083668
0.03,0.04,10.0,5.771219528553451
0.01,0.060000000000000005,5.0,5.993156624969146
0.01,0.06999999999999999,0.0,5.998075780527189
0.09999999999999999,0.03,10.0,6.042385388834834
0.06999999999999999,0.04,15.0,6.14232769562055
0.05000000000000001,0.04,5.0,6.2435172852558525
0.04,0.03,20.0,6.318661478345603
0.01,0.03,25.0,6.607816353994418
0.02,0.060000000000000005,15.0,6.615426096902026
0.05000000000000001,0.03,20.0,6.796328801785097
0.04,0.05000000000000001,15.0,6.963165490269662
0.01,0.05000000000000001,10.0,6.972098750503285
0.02,0.060000000000000005,0.0,7.423140008365523
0.02,0.03,25.0,7.542335057184442
0.06999999999999999,0.04,0.0,7.708520051200087
0.04,0.04,10.0,7.734349619569909
0.060000000000000005,0.03,20.0,7.948042243396564
0.060000000000000005,0.04,5.0,8.047379370867507
0.04,0.05000000000000001,0.0,8.574384870185833
0.08,0.04,15.0,8.790658321668506
0.03,0.03,25.0,8.956542152952993
0.06999999999999999,0.03,20.0,9.394250724511865
0.08,0.04,0.0,10.120249122101791
0.03,0.05000000000000001,5.0,10.200892096627905
0.04,0.03,25.0,10.360422630198597
0.05000000000000001,0.04,10.0,11.001037224356187
0.01,0.03,30.0,11.067184615230866
0.08,0.03,20.0,11.163728764892086
0.05000000000000001,0.03,25.0,11.198740167185512
0.09000000000000001,0.04,15.0,11.831186167441723
0.09000000000000001,0.03,20.0,12.032212998057737
0.01,0.08,15.0,12.178048131154801
0.06999999999999999,0.04,5.0,12.360584767330218
0.02,0.03,30.0,12.667594075160105
0.060000000000000005,0.03,25.0,13.094034485423684
0.09000000000000001,0.04,0.0,13.230834642459788
0.05000000000000001,0.05000000000000001,15.0,13.465453044458158
0.02,0.05000000000000001,10.0,13.785867394020814
0.01,0.04,20.0,13.838733284871344
0.01,0.06999999999999999,5.0,13.880699393556156
0.09999999999999999,0.03,20.0,13.895058882842823
0.08,0.04,5.0,13.994577959023772
0.03,0.03,30.0,14.002491806519382
0.01,0.08,0.0,14.079490825005989
0.09999999999999999,0.04,15.0,14.147556857958783
0.03,0.060000000000000005,15.0,14.194137402780072
0.060000000000000005,0.04,10.0,14.511725655998768
0.05000000000000001,0.05000000000000001,0.0,14.544745545557058
0.06999999999999999,0.03,25.0,14.660276306537774
0.08,0.03,25.0,15.14720318433415
0.04,0.03,30.0,15.808939806146613
0.02,0.060000000000000005,5.0,15.943779394301918
0.04,0.05000000000000001,5.0,16.066438663399598
0.02,0.06999999999999999,15.0,16.39938738190387
0.09000000000000001,0.03,25.0,17.216627585182273
0.060000000000000005,0.05000000000000001,15.0,17.327671785134815
0.03,0.060000000000000005,0.0,17.511589173257338
0.05000000000000001,0.03,30.0,17.537338910846216
0.09999999999999999,0.04,0.0,18.45834408692187
0.02,0.04,20.0,18.516799987579876
0.060000000000000005,0.03,30.0,18.559818736658556
0.01,0.060000000000000005,10.0,18.947617034789634
0.09000000000000001,0.04,5.0,19.043434674884782
0.02,0.06999999999999999,0.0,19.271321204033583
0.09999999999999999,0.03,25.0,19.46644646109944
0.06999999999999999,0.04,10.0,19.95157282245815
0.03,0.05000000000000001,10.0,21.219329239615533
0.06999999999999999,0.03,30.0,21.527361437315623
0.03,0.04,20.0,22.38323960950123
0.08,0.04,10.0,22.54809050957122
0.08,0.03,30.0,22.893133588110185
0.060000000000000005,0.05000000000000001,0.0,23.312901021134667
0.09999999999999999,0.04,5.0,23.44891438406998
0.01,0.09000000000000001,15.0,24.28812074992312
0.05000000000000001,0.05000000000000001,5.0,24.631063685708806
0.09000000000000001,0.03,30.0,24.75389086280722
0.09999999999999999,0.03,30.0,25.056769723549774
0.01,0.04,25.0,25.244071550638314
0.04,0.060000000000000005,15.0,26.113745325176485
0.06999999999999999,0.05000000000000001,15.0,26.741554174046584
0.04,0.04,20.0,27.698218533179205
0.09000000000000001,0.04,10.0,28.027836174484804
0.03,0.060000000000000005,5.0,28.84518341564573
0.01,0.08,5.0,31.178874404301116
0.06999999999999999,0.05000000000000001,0.0,31.280141936624158
0.01,0.09000000000000001,0.0,31.603780495761345
0.04,0.05000000000000001,10.0,31.699616826506073
0.04,0.060000000000000005,0.0,31.92315324095623
0.02,0.04,25.0,32.26334863864478
0.08,0.05000000000000001,15.0,33.04094636275309
0.05000000000000001,0.04,20.0,33.864974624298405
0.09999999999999999,0.04,10.0,34.25824030984308
0.060000000000000005,0.05000000000000001,5.0,34.66700117054429
0.03,0.06999999999999999,15.0,36.48933208924898
0.02,0.06999999999999999,5.0,37.10635834421141
0.01,0.05000000000000001,20.0,38.38555249867854
0.060000000000000005,0.04,20.0,38.566224572079435
0.02,0.060000000000000005,10.0,38.741361711751004
0.05000000000000001,0.05000000000000001,10.0,39.12926594340855
0.03,0.04,25.0,39.35222220880218
0.02,0.08,0.0,41.32450769596937
0.02,0.08,15.0,41.39648478494421
0.06999999999999999,0.05000000000000001,5.0,41.94645919722472
0.05000000000000001,0.060000000000000005,15.0,42.14966787347741
0.04,0.04,25.0,43.0362268020057
0.01,0.06999999999999999,10.0,43.048599425739646
0.01,0.04,30.0,43.426132059321446
0.08,0.05000000000000001,0.0,44.504084217994006
0.09000000000000001,0.05000000000000001,15.0,45.949690806795466
0.06999999999999999,0.04,20.0,46.05018614970272
0.03,0.06999999999999999,0.0,48.12372315233588
0.08,0.04,20.0,50.130957300336725
0.01,0.09999999999999999,15.0,50.91678496494359
0.01,0.09999999999999999,0.0,51.63422063674026
0.04,0.060000000000000005,5.0,51.844711191007434
0.02,0.04,30.0,51.96447589625593
0.05000000000000001,0.060000000000000005,0.0,52.10963227515751
0.05000000000000001,0.04,25.0,53.64584097103406
0.08,0.05000000000000001,5.0,55.4909459930446
0.09000000000000001,0.05000000000000001,0.0,55.72961870623133
0.09999999999999999,0.05000000000000001,15.0,55.79412465453364
0.060000000000000005,0.05000000000000001,10.0,56.22068820086074
0.02,0.05000000000000001,20.0,56.503927702598865
0.060000000000000005,0.060000000000000005,15.0,56.71924658081188
0.060000000000000005,0.04,25.0,60.28143820003036
0.03,0.04,30.0,60.41764746053645
0.04,0.06999999999999999,15.0,61.55238577994894
0.09000000000000001,0.04,20.0,62.0617539673377
0.03,0.060000000000000005,10.0,62.41550329716057
0.01,0.09000000000000001,5.0,64.50840378200668
0.09999999999999999,0.04,20.0,65.86801201418335
0.06999999999999999,0.04,25.0,66.4603310463674
0.09999999999999999,0.05000000000000001,0.0,67.57951893081122
0.06999999999999999,0.05000000000000001,10.0,67.93573789748295
0.04,0.04,30.0,69.75161251757847
0.060000000000000005,0.060000000000000005,0.0,70.42881532017991
0.01,0.05000000000000001,25.0,70.64963762607374
0.03,0.05000000000000001,20.0,73.62026235177322
0.05000000000000001,0.04,30.0,75.9234946634618
0.05000000000000001,0.060000000000000005,5.0,76.46944207388859
0.09000000000000001,0.05000000000000001,5.0,77.20276461290362
0.03,0.06999999999999999,5.0,79.32995173554156
0.02,0.09000000000000001,15.0,79.6484198823314
0.08,0.04,25.0,80.5258180597623
0.04,0.06999999999999999,0.0,81.25404374871056
0.04,0.060000000000000005,10.0,83.4389199563541
0.06999999999999999,0.060000000000000005,15.0,83.60931242143847
0.060000000000000005,0.04,30.0,84.71879020840191
0.08,0.05000000000000001,10.0,84.91790907582835
0.09000000000000001,0.04,25.0,85.89541787069935
0.01,0.08,10.0,86.21493403963696
0.02,0.06999999999999999,10.0,86.72927531470525
0.03,0.08,15.0,89.71341519827043
0.04,0.05000000000000001,20.0,90.33458320324121
0.09999999999999999,0.04,25.0,91.73172349202696
0.09999999999999999,0.05000000000000001,5.0,91.83032855999181
0.02,0.08,5.0,92.61887359123115
0.06999999999999999,0.060000000000000005,0.0,95.88344538124996
0.02,0.05000000000000001,25.0,101.06959747554068
0.09000000000000001,0.05000000000000001,10.0,101.86658692961835
0.060000000000000005,0.060000000000000005,5.0,102.31359085687222
0.05000000000000001,0.06999999999999999,15.0,103.8102362852245
0.01,0.060000000000000005,20.0,103.89494724538326
0.06999999999999999,0.04,30.0,104.88709630072621
0.03,0.08,0.0,105.65479424873978
0.08,0.04,30.0,105.67185876060273
0.05000000000000001,0.05000000000000001,20.0,106.71710099822558
0.02,0.09000000000000001,0.0,106.83291803813108
0.01,0.09999999999999999,5.0,117.45899715275608
0.09000000000000001,0.04,30.0,119.3803097934159
0.08,0.060000000000000005,15.0,119.63250275533592
0.03,0.05000000000000001,25.0,120.25687036511214
0.05000000000000001,0.060000000000000005,10.0,120.44321266198357
0.09999999999999999,0.05000000000000001,10.0,130.98402230746242
0.04,0.06999999999999999,5.0,131.3034533244229
0.09000000000000001,0.060000000000000005,15.0,133.8505888935472
0.09999999999999999,0.04,30.0,134.19826398308226
0.01,0.05000000000000001,30.0,136.7379429374325
0.05000000000000001,0.06999999999999999,0.0,137.4114253926197
0.06999999999999999,0.060000000000000005,5.0,137.9196157397797
0.060000000000000005,0.05000000000000001,20.0,140.61955360660883
0.02,0.060000000000000005,20.0,143.6060857775924
0.03,0.06999999999999999,10.0,144.68229444958135
0.08,0.060000000000000005,0.0,145.81730819197233
0.04,0.05000000000000001,25.0,150.52703079943984
0.06999999999999999,0.05000000000000001,20.0,150.89601524541624
0.09000000000000001,0.060000000000000005,0.0,161.05982142716766
0.060000000000000005,0.060000000000000005,10.0,163.242449565018
0.03,0.08,5.0,166.57576186424254
0.01,0.09000000000000001,10.0,169.0117418317212
0.02,0.05000000000000001,30.0,169.7266290398068
0.060000000000000005,0.06999999999999999,15.0,169.8905418668338
0.04,0.08,15.0,173.44212502996206
0.04,0.08,0.0,178.91596802944275
0.08,0.060000000000000005,5.0,180.17799563907292
0.05000000000000001,0.05000000000000001,25.0,181.48920992970648
0.09999999999999999,0.060000000000000005,15.0,187.6184803347951
0.02,0.08,10.0,190.043678240844
0.05000000000000001,0.06999999999999999,5.0,192.79190464724024
0.08,0.05000000000000001,20.0,193.43121314051447
0.01,0.060000000000000005,25.0,194.04459237109288
0.03,0.060000000000000005,20.0,194.38196507853732
0.03,0.05000000000000001,30.0,194.6464385587241
0.02,0.09000000000000001,5.0,196.67787980059992
0.02,0.09999999999999999,15.0,197.72942787620886
0.060000000000000005,0.06999999999999999,0.0,200.64762231404998
0.02,0.09999999999999999,0.0,205.00818848797178
0.09000000000000001,0.05000000000000001,20.0,209.55418698328185
0.06999999999999999,0.060000000000000005,10.0,211.30467730903038
0.060000000000000005,0.05000000000000001,25.0,211.434549715887
0.04,0.06999999999999999,10.0,211.65400055840936
0.03,0.09000000000000001,15.0,218.3080813513991
0.03,0.09000000000000001,0.0,229.45988648797447
0.04,0.05000000000000001,30.0,232.62038641794786
0.01,0.06999999999999999,20.0,233.3135665686724
0.09000000000000001,0.060000000000000005,5.0,238.16167505182443
0.06999999999999999,0.05000000000000001,25.0,240.5541975347605
0.08,0.060000000000000005,10.0,247.98015557223366
0.09999999999999999,0.060000000000000005,0.0,251.29519857018144
0.06999999999999999,0.06999999999999999,15.0,251.96006543966303
0.04,0.060000000000000005,20.0,253.1557670321544
0.04,0.08,5.0,254.7505427212418
0.09999999999999999,0.05000000000000001,20.0,256.12449545532274
0.05000000000000001,0.08,15.0,268.53160688509615
0.06999999999999999,0.06999999999999999,0.0,268.84604516342876
0.060000000000000005,0.06999999999999999,5.0,275.26991929187204
0.08,0.05000000000000001,25.0,277.2903876091801
0.02,0.060000000000000005,25.0,278.81895066214594
0.05000000000000001,0.05000000000000001,30.0,284.2375913991084
0.09999999999999999,0.060000000000000005,5.0,284.58781098963453
0.05000000000000001,0.08,0.0,302.97001734964437
0.060000000000000005,0.05000000000000001,30.0,310.6690076691973
0.08,0.06999999999999999,15.0,310.8454970842491
0.01,0.09999999999999999,10.0,320.50041214647746
0.03,0.08,10.0,323.38411062670247
0.05000000000000001,0.060000000000000005,20.0,323.6959528789047
0.09000000000000001,0.05000000000000001,25.0,324.94836405634004
0.05000000000000001,0.06999999999999999,10.0,325.3822421867556
0.09000000000000001,0.060000000000000005,10.0,329.7007774182805
0.01,0.060000000000000005,30.0,336.9841926683724
0.03,0.060000000000000005,25.0,349.46329805897903
0.09999999999999999,0.05000000000000001,25.0,351.3587020747943
0.06999999999999999,0.05000000000000001,30.0,359.41538338148683
0.02,0.09999999999999999,5.0,368.06752178924484
0.02,0.06999999999999999,20.0,378.20149469633833
0.04,0.09000000000000001,15.0,378.8959476224909
0.06999999999999999,0.06999999999999999,5.0,383.31658364458
0.09999999999999999,0.060000000000000005,10.0,383.4776146622616
0.03,0.09000000000000001,5.0,399.21372492639847
0.02,0.09000000000000001,10.0,404.96733182333764
0.08,0.06999999999999999,0.0,411.0219745649292
0.060000000000000005,0.060000000000000005,20.0,412.392510973129
0.08,0.05000000000000001,30.0,412.42305489742074
0.03,0.09999999999999999,15.0,418.6841149180539
0.060000000000000005,0.08,15.0,421.86180244373537
0.060000000000000005,0.06999999999999999,10.0,430.499547714473
0.09000000000000001,0.06999999999999999,15.0,437.1761836838446
0.04,0.060000000000000005,25.0,440.4517070400034
0.04,0.09000000000000001,0.0,449.74089854833414
0.02,0.060000000000000005,30.0,454.0672805097192
0.09000000000000001,0.05000000000000001,30.0,458.1091067634252
0.01,0.08,20.0,459.63440893075676
0.01,0.06999999999999999,25.0,462.71111440384084
0.060000000000000005,0.08,0.0,468.3995323939386
0.05000000000000001,0.08,5.0,478.48742145715977
0.06999999999999999,0.060000000000000005,20.0,479.341344579352
0.03,0.06999999999999999,20.0,487.8679726209889
0.03,0.09999999999999999,0.0,501.37823925830133
0.09999999999999999,0.05000000000000001,30.0,510.1860435767301
0.08,0.06999999999999999,5.0,533.393460665338
0.04,0.08,10.0,535.4405973026105
0.09000000000000001,0.06999999999999999,0.0,539.7538888196838
0.09999999999999999,0.06999999999999999,15.0,543.9571647798722
0.05000000000000001,0.060000000000000005,25.0,546.1063677987349
0.06999999999999999,0.08,15.0,551.9167931246218
0.03,0.060000000000000005,30.0,566.3103013528108
0.05000000000000001,0.09000000000000001,15.0,573.6752971801283
0.08,0.060000000000000005,20.0,603.7370335575902
0.06999999999999999,0.06999999999999999,10.0,614.0759420493763
0.04,0.06999999999999999,20.0,628.4489061530924
0.09000000000000001,0.06999999999999999,5.0,636.5986809939467
0.02,0.06999999999999999,25.0,639.8682518169284
0.060000000000000005,0.08,5.0,646.3568253413035
0.060000000000000005,0.060000000000000005,25.0,648.0129725925809
0.04,0.09000000000000001,5.0,679.8295663505669
0.04,0.060000000000000005,30.0,703.4387924002149
0.09000000000000001,0.060000000000000005,20.0,717.2535532677799
0.09999999999999999,0.06999999999999999,0.0,724.2773842998616
0.08,0.06999999999999999,10.0,726.2395074307918
0.03,0.09000000000000001,10.0,733.5818977805371
0.05000000000000001,0.09000000000000001,0.0,746.536903476154
0.08,0.08,15.0,770.7364446775996
0.02,0.09999999999999999,10.0,788.7503109190152
0.06999999999999999,0.060000000000000005,25.0,792.9320954296563
0.06999999999999999,0.08,0.0,811.1273573029727
0.02,0.08,20.0,811.1809208449558
0.05000000000000001,0.060000000000000005,30.0,823.8533999164997
0.09999999999999999,0.060000000000000005,20.0,824.4298782429152
0.01,0.06999999999999999,30.0,836.9383609735837
0.03,0.09999999999999999,5.0,840.5034320582126
0.09999999999999999,0.06999999999999999,5.0,847.8537105698005
0.05000000000000001,0.08,10.0,848.8637007514891
0.04,0.09999999999999999,15.0,890.8724249344826
0.08,0.060000000000000005,25.0,904.7486279898602
0.09000000000000001,0.06999999999999999,10.0,909.2649621229566
0.05000000000000001,0.06999999999999999,20.0,910.7612209566646
0.03,0.06999999999999999,25.0,921.5442633545235
0.060000000000000005,0.09000000000000001,15.0,931.0911640798713
0.09000000000000001,0.08,15.0,947.3217346241936
0.04,0.09999999999999999,0.0,970.7517826358198
0.060000000000000005,0.060000000000000005,30.0,977.7454901186651
0.01,0.09000000000000001,20.0,1003.2324282031178
0.09000000000000001,0.060000000000000005,25.0,1019.4382912600416
0.01,0.08,25.0,1035.6650143511058
0.06999999999999999,0.08,5.0,1044.848756257228
0.060000000000000005,0.06999999999999999,20.0,1079.591263581122
0.05000000000000001,0.09000000000000001,5.0,1108.6027317546557
0.08,0.08,0.0,1133.5519618825197
0.02,0.06999999999999999,30.0,1158.609305906568
0.04,0.06999999999999999,25.0,1188.4409243773146
0.06999999999999999,0.060000000000000005,30.0,1192.20919959558
0.09999999999999999,0.06999999999999999,10.0,1195.9532835065947
0.060000000000000005,0.08,10.0,1215.5580334837323
0.09999999999999999,0.060000000000000005,25.0,1234.5108381728794
0.04,0.09000000000000001,10.0,1265.4809733591712
0.03,0.08,20.0,1267.988749018615
0.08,0.060000000000000005,30.0,1306.0481345325097
0.060000000000000005,0.09000000000000001,0.0,1307.4145874720623
0.08,0.08,5.0,1308.8845871839624
0.05000000000000001,0.09999999999999999,15.0,1334.8733025320419
0.09000000000000001,0.08,0.0,1368.0249476972879
0.06999999999999999,0.06999999999999999,20.0,1416.8911127428103
0.05000000000000001,0.06999999999999999,25.0,1458.5848683186587
0.06999999999999999,0.08,10.0,1463.392143461915
0.06999999999999999,0.09000000000000001,15.0,1474.044829521693
0.09000000000000001,0.060000000000000005,30.0,1476.29544664636
0.02,0.08,25.0,1493.3557474258241
0.03,0.06999999999999999,30.0,1496.4240605433408
0.03,0.09999999999999999,10.0,1538.1454618274747
0.04,0.09999999999999999,5.0,1571.0784875964948
0.09999999999999999,0.08,15.0,1583.5891793486905
0.04,0.08,20.0,1664.4632078737493
0.09999999999999999,0.060000000000000005,30.0,1737.671350663584
0.05000000000000001,0.09000000000000001,10.0,1795.6258723420415
0.060000000000000005,0.09000000000000001,5.0,1799.6009155467561
0.060000000000000005,0.06999999999999999,25.0,1842.2981757404734
0.05000000000000001,0.09999999999999999,0.0,1858.2284938847413
0.02,0.09000000000000001,20.0,1879.5344130448768
0.04,0.06999999999999999,30.0,1882.0229574261732
0.06999999999999999,0.09000000000000001,0.0,1900.7314142451157
0.01,0.08,30.0,1916.7719871500447
0.08,0.06999999999999999,20.0,1919.3042039107042
0.09999999999999999,0.08,0.0,1971.6489545068678
0.09000000000000001,0.08,5.0,2011.6500431343213
