U,s,K,SSD
0.01,0.09000000000000001,25.0,2043.025811829483
0.09000000000000001,0.06999999999999999,20.0,2043.8522308125284
0.08,0.08,10.0,2067.6654729615348
0.01,0.09999999999999999,20.0,2076.0547017321755
0.03,0.08,25.0,2129.908829850274
0.08,0.09000000000000001,15.0,2213.19854951409
0.05000000000000001,0.08,20.0,2293.8420750820405
0.05000000000000001,0.06999999999999999,30.0,2335.5807316701666
0.060000000000000005,0.09999999999999999,15.0,2338.854918448634
0.06999999999999999,0.06999999999999999,25.0,2466.0523222252477
0.09999999999999999,0.08,5.0,2469.757274830777
0.09999999999999999,0.06999999999999999,20.0,2478.8783704186285
0.08,0.06999999999999999,25.0,2628.24665294848
0.06999999999999999,0.09000000000000001,5.0,2658.568868656226
0.09000000000000001,0.08,10.0,2682.5083653155257
0.02,0.08,30.0,2730.279113068926
0.05000000000000001,0.09999999999999999,5.0,2750.1920343136767
0.04,0.09999999999999999,10.0,2838.3789020908903
0.08,0.09000000000000001,0.0,2855.5590049999573
0.03,0.09000000000000001,20.0,2885.943460651201
0.060000000000000005,0.09999999999999999,0.0,2907.8256877347326
0.060000000000000005,0.06999999999999999,30.0,2947.9235063776546
0.09000000000000001,0.09000000000000001,15.0,2960.1609220403093
0.04,0.08,25.0,3033.894005816421
0.060000000000000005,0.09000000000000001,10.0,3063.012828930696
0.060000000000000005,0.08,20.0,3141.617565540267
0.09000000000000001,0.06999999999999999,25.0,3231.2994721140203
0.09999999999999999,0.08,10.0,3492.759493019307
0.06999999999999999,0.09999999999999999,15.0,3551.5571218107725
0.06999999999999999,0.06999999999999999,30.0,3640.3276426502002
0.02,0.09000000000000001,25.0,3682.178615245046
0.02,0.09999999999999999,20.0,3747.5152623788513
0.08,0.09000000000000001,5.0,3771.3164339253053
0.03,0.08,30.0,3856.0714307727308
0.05000000000000001,0.08,25.0,3902.2992532023723
0.09999999999999999,0.06999999999999999,25.0,3907.047759199624
0.06999999999999999,0.08,20.0,4021.4175974636746
0.04,0.09000000000000001,20.0,4064.268650437489
0.09000000000000001,0.09000000000000001,0.0,4113.568972138036
0.08,0.06999999999999999,30.0,4245.8343160414215
0.06999999999999999,0.09000000000000001,10.0,4334.278106919216
0.01,0.09000000000000001,30.0,4334.35427916071
0.060000000000000005,0.09999999999999999,5.0,4442.236575402877
0.01,0.09999999999999999,25.0,4564.909947862082
0.09999999999999999,0.09000000000000001,15.0,4583.030293078671
0.06999999999999999,0.09999999999999999,0.0,4614.685158206498
0.05000000000000001,0.09999999999999999,10.0,4785.311515926565
0.09000000000000001,0.09000000000000001,5.0,5012.834359584239
0.09000000000000001,0.06999999999999999,30.0,5096.673977015595
0.060000000000000005,0.08,25.0,5152.484855753523
0.08,0.09999999999999999,15.0,5208.215367552674
0.08,0.08,20.0,5242.276205447738
0.04,0.08,30.0,5332.476003802018
0.09999999999999999,0.09000000000000001,0.0,5350.749402452001
0.03,0.09000000000000001,25.0,5414.542422693394
0.08,0.09000000000000001,10.0,5787.183150360455
0.05000000000000001,0.09000000000000001,20.0,5964.98459806736
0.09999999999999999,0.06999999999999999,30.0,6196.34534618477
0.09000000000000001,0.08,20.0,6428.350411101227
0.05000000000000001,0.08,30.0,6587.156205295658
0.06999999999999999,0.08,25.0,6754.1683452948955
0.060000000000000005,0.09999999999999999,10.0,6829.5382388175885
0.02,0.09000000000000001,30.0,6918.7161002442745
0.08,0.09999999999999999,0.0,7004.967803759932
0.06999999999999999,0.09999999999999999,5.0,7007.425326477264
0.03,0.09999999999999999,20.0,7033.109608372739
0.060000000000000005,0.09000000000000001,20.0,7740.503185151359
0.09999999999999999,0.09000000000000001,5.0,7797.38656820304
0.04,0.09000000000000001,25.0,7970.882136752963
0.09000000000000001,0.09000000000000001,10.0,8110.915306676997
0.02,0.09999999999999999,25.0,8251.221204618
0.060000000000000005,0.08,30.0,8280.40868408785
0.09999999999999999,0.08,20.0,8490.385162156503
0.09000000000000001,0.09999999999999999,15.0,8515.620208229313
0.08,0.08,25.0,8592.131923870416
0.01,0.09999999999999999,30.0,9483.455830091334
0.09000000000000001,0.08,25.0,10079.507955993755
0.03,0.09000000000000001,30.0,10177.519102485918
0.08,0.09999999999999999,5.0,10191.591486091069
0.09000000000000001,0.09999999999999999,0.0,10728.125209655234
0.09999999999999999,0.09999999999999999,15.0,11048.18261531386
0.04,0.09999999999999999,20.0,11116.718178707857
0.06999999999999999,0.09999999999999999,10.0,11271.805306210334
0.09999999999999999,0.09000000000000001,10.0,11362.184607245013
0.05000000000000001,0.09000000000000001,25.0,11505.743928265698
0.06999999999999999,0.08,30.0,11596.575322154169
0.06999999999999999,0.09000000000000001,20.0,11881.94704975556
0.09999999999999999,0.08,25.0,12762.187314572562
0.060000000000000005,0.09000000000000001,25.0,13989.56617613161
0.03,0.09999999999999999,25.0,14196.30313294258
0.08,0.08,30.0,14221.997706478925
0.04,0.09000000000000001,30.0,14294.499662139731
0.09000000000000001,0.09999999999999999,5.0,14623.167084706029
0.08,0.09000000000000001,20.0,15634.423177433635
0.02,0.09999999999999999,30.0,16616.12619304592
0.09999999999999999,0.09999999999999999,0.0,16936.510496437357
0.08,0.09999999999999999,10.0,17126.541311193898
0.05000000000000001,0.09999999999999999,20.0,17282.781428417627
0.09000000000000001,0.08,30.0,17726.57288469571
0.05000000000000001,0.09000000000000001,30.0,19085.802858907733
0.04,0.09999999999999999,25.0,19574.97286649047
0.06999999999999999,0.09000000000000001,25.0,19925.614592556016
0.09999999999999999,0.08,30.0,20901.478979515614
0.09000000000000001,0.09000000000000001,20.0,21019.344097801182
0.09999999999999999,0.09999999999999999,5.0,21274.80417250604
0.09000000000000001,0.09999999999999999,10.0,23748.393120796838
0.060000000000000005,0.09999999999999999,20.0,24919.74354288503
0.060000000000000005,0.09000000000000001,30.0,25982.300047604178
0.03,0.09999999999999999,30.0,26733.737136339638
0.09999999999999999,0.09000000000000001,20.0,27140.31110007781
0.08,0.09000000000000001,25.0,27854.352090223416
0.06999999999999999,0.09000000000000001,30.0,32966.57548563651
0.09999999999999999,0.09999999999999999,10.0,33815.90211729637
0.05000000000000001,0.09999999999999999,25.0,34141.363014757044
0.06999999999999999,0.09999999999999999,20.0,35611.13245599257
0.09000000000000001,0.09000000000000001,25.0,35756.00885260013
0.04,0.09999999999999999,30.0,40302.55095857703
0.08,0.09999999999999999,20.0,41856.46945266355
0.08,0.09000000000000001,30.0,42466.009149786616
0.060000000000000005,0.09999999999999999,25.0,45457.35216195409
0.09999999999999999,0.09000000000000001,25.0,46087.184908002906
0.05000000000000001,0.09999999999999999,30.0,53352.448977245775
0.06999999999999999,0.09999999999999999,25.0,58926.39848570937
0.09000000000000001,0.09000000000000001,30.0,61287.12160728409
0.09999999999999999,0.09000000000000001,30.0,67454.81092499284
0.09000000000000001,0.09999999999999999,20.0,69561.84444715118
0.08,0.09999999999999999,25.0,74275.91105960043
0.060000000000000005,0.09999999999999999,30.0,75217.11438410642
0.09999999999999999,0.09999999999999999,20.0,98557.85165248514
0.06999999999999999,0.09999999999999999,30.0,102863.0102783576
0.09000000000000001,0.09999999999999999,25.0,125342.60936120946
0.08,0.09999999999999999,30.0,143573.10916979366
0.09999999999999999,0.09999999999999999,25.0,151649.99892432656
0.09000000000000001,0.09999999999999999,30.0,183924.5937849374
0.09999999999999999,0.09999999999999999,30.0,245183.1957722891
