Pop_Fixed_Mean,Pop_Fixed_STD,Pop_WT_Mean,Pop_WT_STD,Pop_PM_Mean,Pop_PM_STD,Pop_MutNum_Mean,Pop_MutNum_STD,Pop_MutNum_Slice_Mean,Pop_MutNum_Slice_STD,Pop_MutNum_Slice_PerInd_Mean,Pop_MutNum_Slice_PerInd_STD
0.0,0.0,0.0,0.0,10.0,0.0,22.529999999999998,0.02828427124746218,22.528,0.03310589071449407,225.3,1.571623364550171
0.0,0.0,0.0,0.0,10.0,0.0,22.53075066666667,0.026443224076416232,22.526250666666666,0.03078597728403931,225.30750666666665,1.5769342538820923
0.0,0.0,0.0,0.0,10.0,0.0,22.538000333333333,0.029338050660454442,22.533520666666668,0.03422695516044914,225.38000333333332,1.5634307336360547
0.0,0.0,0.0,0.0,10.0,0.0,22.54118866666667,0.030765731448404977,22.538678666666666,0.034149903308791835,225.41188666666667,1.5869049087383205
0.0,0.0,0.0,0.0,10.0,0.0,22.54828166666666,0.030290800996344923,22.542303999999998,0.02837827685631215,225.48281666666662,1.6597392153755837
0.0,0.0,0.0,0.0,10.0,0.0,22.562215000000002,0.031075795341569144,22.557689333333332,0.02088805659807489,225.62215000000003,1.688251452687068
0.0,0.0,0.0,0.0,10.0,0.0,22.582040666666668,0.030452630785821444,22.578587999999996,0.02610956977388702,225.82040666666668,1.6596163094589729
0.0,0.0,0.0,0.0,10.0,0.0,22.610135666666668,0.030229733267831915,22.607992,0.028358830613717075,226.10135666666665,1.7310391883714762
0.0,0.0,0.0,0.0,10.0,0.0,22.640629,0.027129671499421505,22.636352666666664,0.02459373772144238,226.40629,1.7884775596734652
0.0,0.0,0.0,0.0,10.0,0.0,22.66350933333333,0.029897403372945178,22.659305333333332,0.03193239912342987,226.63509333333334,1.8305819791530786
0.0,0.0,0.0,0.0,10.0,0.0,22.684140666666668,0.02873487883701212,22.68467266666667,0.02928726468772641,226.84140666666667,1.9203606094111005
0.0,0.0,0.0,0.0,10.0,0.0,22.721271333333338,0.03395292094127651,22.72435866666667,0.03723532209549897,227.2127133333333,1.947029712733389
0.0,0.0,0.0,0.0,10.0,0.0,22.758679,0.03677778547649933,22.758350666666665,0.03975648690046367,227.58679,2.032470890131844
0.0,0.0,0.0,0.0,10.0,0.0,22.800945666666667,0.042315011810885914,22.801493999999998,0.050754794295709366,228.00945666666667,2.0690414483013355
0.0,0.0,0.0,0.0,10.0,0.0,22.841155666666673,0.03931491345674429,22.834404666666668,0.04996320826813368,228.41155666666668,2.125997336182609
0.0,0.0,0.0,0.0,10.0,0.0,22.890831999999996,0.04746188218396697,22.880752,0.05726481706753579,228.90832000000003,2.19701438417382
0.0,0.0,0.0,0.0,10.0,0.0,22.946729333333337,0.046199111987617544,22.935480000000002,0.055879875248408456,229.46729333333332,2.2519185930026673
0.0,0.0,0.0,0.0,10.0,0.0,22.996267666666665,0.049396624807096196,22.987385999999997,0.060626973806123356,229.96267666666662,2.182760560724779
0.0,0.0,0.0,0.0,10.0,0.0,23.055493666666667,0.05800142654280035,23.053068666666668,0.06631623198650786,230.55493666666666,2.2919737698203364
0.0,0.0,0.0,0.0,10.0,0.0,23.1259,0.06287577479089532,23.129167333333335,0.07964261347907499,231.25900000000001,2.3522932437186577
0.0,0.0,0.0,0.0,10.0,0.0,23.196889333333335,0.053906297463489544,23.20112733333333,0.06493762126157075,231.96889333333337,2.490049961069501
0.0,0.0,0.0,0.0,10.0,0.0,23.262116,0.05963175695326291,23.26114733333333,0.07275441715188434,232.62116000000003,2.5626675175510223
0.0,0.0,0.0,0.0,10.0,0.0,23.333971999999996,0.0616557478838046,23.329378666666663,0.07142745816872172,233.33971999999997,2.726167233282328
0.0,0.0,0.0,0.0,10.0,0.0,23.405647000000002,0.058630706316932346,23.406380000000006,0.06778510855801978,234.05646999999996,2.786474617423321
0.0,0.0,0.0,0.0,10.0,0.0,23.483442333333333,0.06418231542601639,23.492185333333328,0.0710935291507706,234.8344233333333,2.865568995603957
0.0,0.0,0.0,0.0,10.0,0.0,23.563475333333333,0.0711643239145978,23.577385999999997,0.08379595024422347,235.63475333333335,2.924389142527602
0.0,0.0,0.0,0.0,10.0,0.0,23.639344666666666,0.07511001384931418,23.64683,0.08989755557175833,236.3934466666666,2.9380792555000963
0.0,0.0,0.0,0.0,10.0,0.0,23.720825,0.0785541903719993,23.72731866666667,0.09569397743966014,237.20824999999996,2.9673525706614483
0.0,0.0,0.0,0.0,10.0,0.0,23.805177666666665,0.08431547633145145,23.809753999999995,0.10464219024635883,238.0517766666667,2.932134510729534
0.0,0.0,0.0,0.0,10.0,0.0,23.901958666666665,0.09601900938182663,23.902137333333336,0.10529891389965106,239.0195866666666,3.0812900888065986
0.0,0.0,0.0,0.0,10.0,0.0,24.000319333333337,0.07930275952603828,23.99476666666667,0.08702555594000427,240.00319333333334,3.119143037644937
0.0,0.0,0.0,0.0,10.0,0.0,24.082169999999998,0.08742097477785943,24.069772666666665,0.09645351579100084,240.8217,3.2061757401406847
0.0,0.0,0.0,0.0,10.0,0.0,24.174096,0.09271470098940512,24.16460866666667,0.0985475499351507,241.74096,3.215167105828248
0.0,0.0,0.0,0.0,10.0,0.0,24.273394000000003,0.09211910992236383,24.25720933333334,0.0934044533651594,242.73393999999996,3.191118489175159
0.0,0.0,0.0,0.0,10.0,0.0,24.38260733333333,0.10460365136817965,24.361916,0.07995240777139875,243.82607333333328,3.325171653574194
0.0,0.0,0.0,0.0,10.0,0.0,24.484129666666664,0.09935122873981438,24.453242666666664,0.07915751864057884,244.84129666666672,3.4246252359102503
0.0,0.0,0.0,0.0,10.0,0.0,24.596878666666665,0.10209293306917198,24.57266666666666,0.092074496625769,245.9687866666667,3.417637867338591
0.0,0.0,0.0,0.0,10.0,0.0,24.69257166666667,0.12060084764996046,24.66050866666667,0.11616912861284182,246.92571666666663,3.5218331711308792
0.0,0.0,0.0,0.0,10.0,0.0,24.80179833333333,0.11850439745473872,24.773105333333334,0.10887933273123683,248.01798333333332,3.6071311578208824
0.0,0.0,0.0,0.0,10.0,0.0,24.920143000000003,0.11537541403272261,24.893281333333334,0.09487763625029787,249.20142999999996,3.7048715822084253
0.0,0.0,0.0,0.0,10.0,0.0,25.018835333333335,0.11573179993415608,24.990432000000006,0.07416603348343738,250.18835333333334,3.7210418271769035
0.0,0.0,0.0,0.0,10.0,0.0,25.13103966666667,0.11288951773452154,25.108241333333336,0.0848055835321144,251.31039666666666,3.8809334042484034
0.0,0.0,0.0,0.0,10.0,0.0,25.26101533333333,0.11737816832974039,25.237163333333328,0.09070800386098517,252.61015333333336,4.061574944777511
0.0,0.0,0.0,0.0,10.0,0.0,25.38158133333333,0.10139727044540302,25.378577999999997,0.06821271450722727,253.81581333333335,4.179202061616813
0.0,0.0,0.0,0.0,10.0,0.0,25.493062666666667,0.09872341818096604,25.496026,0.08518847828720047,254.93062666666668,4.312170536021658
0.0,0.0,0.0,0.0,10.0,0.0,25.60782733333333,0.11589722383598511,25.617694666666665,0.11974406543587494,256.0782733333333,4.561612356607641
0.0,0.0,0.0,0.0,10.0,0.0,25.742845,0.11180510016442696,25.740953333333334,0.12154836198905578,257.42845,4.660685674489206
0.0,0.0,0.0,0.0,10.0,0.0,25.866617333333334,0.1258590239363968,25.870156666666663,0.13086520800681356,258.6661733333333,4.698214768394011
0.0,0.0,0.0,0.0,10.0,0.0,25.998019999999997,0.11358731433473818,26.003457333333337,0.12261487709989707,259.9802,4.982471936699695
0.0,0.0,0.0,0.0,10.0,0.0,26.140905999999994,0.1073782819733831,26.14057066666667,0.12061071629926831,261.40906,5.1045110346698905
0.0,0.0,0.0,0.0,10.0,0.0,26.281981666666667,0.11250352129056881,26.290151333333334,0.12678757609306765,262.81981666666667,5.200945303259787
0.0,0.0,0.0,0.0,10.0,0.0,26.40998533333334,0.11716490329825094,26.42751533333334,0.12817225618674166,264.09985333333333,5.314752290521167
0.0,0.0,0.0,0.0,10.0,0.0,26.551398000000006,0.11920500737245474,26.575931333333337,0.12726116978874796,265.51397999999995,5.3465020011675755
0.0,0.0,0.0,0.0,10.0,0.0,26.687929666666662,0.12145722476520582,26.712888,0.1291339824729841,266.8792966666667,5.4751873566918015
0.0,0.0,0.0,0.0,10.0,0.0,26.829327999999997,0.12205878042247456,26.852776666666664,0.14627063510265143,268.29328000000004,5.612553015581333
0.0,0.0,0.0,0.0,10.0,0.0,26.960911333333335,0.13132033748898708,26.985774000000003,0.14944853383020706,269.6091133333333,5.746134768737057
0.0,0.0,0.0,0.0,10.0,0.0,27.118739999999995,0.13528313062282418,27.13127533333333,0.152708568930793,271.18739999999997,5.872432753127105
0.0,0.0,0.0,0.0,10.0,0.0,27.247508333333332,0.13777727062384462,27.255071333333337,0.16116169814609907,272.47508333333326,6.10806741547148
0.0,0.0,0.0,0.0,10.0,0.0,27.391345,0.13693696649067236,27.395882666666672,0.14420257802288144,273.91345000000007,6.1544837507796775
0.0,0.0,0.0,0.0,10.0,0.0,27.537109333333337,0.1333642539296881,27.53062933333333,0.1433279277337304,275.37109333333336,6.256870072005295
0.0,0.0,0.0,0.0,10.0,0.0,27.679818333333337,0.13278597545800044,27.665195333333333,0.13387414917003151,276.7981833333334,6.546508959637272
