Pop_Fixed_Mean,Pop_Fixed_STD,Pop_WT_Mean,Pop_WT_STD,Pop_PM_Mean,Pop_PM_STD,Pop_MutNum_Mean,Pop_MutNum_STD,Pop_MutNum_Slice_Mean,Pop_MutNum_Slice_STD,Pop_MutNum_Slice_PerInd_Mean,Pop_MutNum_Slice_PerInd_STD
5.0,0.0,5.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,225.0,0.0
5.0,0.0,4.09,0.8377947242612596,0.91,0.8377947242612596,22.500063333333333,22.499936666690864,0.0001266666666666667,4.666666666666667e-05,225.00063333333335,0.0007753135566389523
5.0,0.0,3.22,1.063766891757776,1.78,1.0637668917577758,22.50016466666667,22.49983533335691,0.00032933333333333333,4.606275912033256e-05,225.00164666666672,0.0013348491383757116
5.0,0.0,3.01,1.195784261478633,1.99,1.195784261478633,22.500230333333334,22.499769666679327,0.0004606666666666666,3.3757303736459075e-05,225.00230333333332,0.0017295439347463065
5.0,0.0,2.66,1.1594826432508596,2.34,1.1594826432508596,22.500314666666668,22.49968533342812,0.0006293333333333335,9.236160818579698e-05,225.00314666666668,0.0024825255957060376
5.0,0.0,2.53,1.2526372180324197,2.47,1.2526372180324197,22.500387999999997,22.499612000333705,0.000776,0.00017329999679425526,225.00388000000004,0.0033627105468972615
5.0,0.0,2.39,1.2074352984735868,2.61,1.2074352984735868,22.500464,22.49953600035342,0.0009280000000000002,0.00017834548245220888,225.00464000000008,0.0035307160117404594
5.0,0.0,2.47,1.024255827418131,2.53,1.024255827418131,22.500487,22.499513000313954,0.0009740000000000003,0.00016809256709060964,225.00487,0.0037531897545079497
5.0,0.0,2.37,1.0830974102083342,2.63,1.0830974102083342,22.500542666666668,22.499457333649865,0.0010853333333333335,0.00016878125225009766,225.0054266666667,0.0038987405373755255
5.0,0.0,2.36,1.0725670142233537,2.64,1.0725670142233537,22.50054733333333,22.49945266704399,0.0010946666666666667,0.0001842775684184655,225.00547333333338,0.004112901111812976
5.0,0.0,2.11,1.1479982578383994,2.89,1.1479982578383994,22.500675333333334,22.499324667181863,0.0013506666666666667,0.0002153281733127882,225.00675333333334,0.00517034707625002
5.0,0.0,2.2,1.2165525060596438,2.8,1.2165525060596438,22.500757999999998,22.49924200057031,0.0015160000000000006,0.00022655291263239634,225.00758000000002,0.0062595029976655605
5.0,0.0,2.09,1.2007914056987583,2.91,1.2007914056987583,22.500831333333334,22.49916866753521,0.001662666666666667,0.00027958222801569905,225.00831333333335,0.006579567699410935
5.0,0.0,1.95,1.2599603168354152,3.05,1.2599603168354152,22.500895333333336,22.499104668786572,0.0017906666666666672,0.0004367882782309983,225.0089533333333,0.006982839282444354
5.0,0.0,1.95,1.2114041439585717,3.05,1.2114041439585717,22.500978333333332,22.499021668953976,0.001956666666666667,0.0004537057293983502,225.00978333333333,0.008158890855991464
5.0,0.0,2.05,1.152171862180291,2.95,1.152171862180291,22.501021333333334,22.498978670905593,0.002042666666666667,0.0006176457093044702,225.01021333333338,0.009315878917204418
5.0,0.0,1.97,1.024255827418131,3.03,1.024255827418131,22.50112,22.49888000486024,0.0022400000000000002,0.0006613622305514582,225.01120000000003,0.010044567354213595
5.0,0.0,2.04,0.9583318840568751,2.96,0.9583318840568751,22.501231,22.498769005433957,0.0024620000000000006,0.0006993063229610711,225.01231000000004,0.011065788619786831
5.0,0.0,1.89,1.1126095451684748,3.11,1.1126095451684748,22.501361000000003,22.498639007732695,0.002722000000000001,0.0008342064759065611,225.01361,0.01321935071527025
5.0,0.0,1.85,1.107925990308017,3.15,1.107925990308017,22.501480666666666,22.49851934130258,0.002961333333333334,0.0008468676926704008,225.0148066666667,0.014616518813390636
5.0,0.0,1.78,1.0057832768544126,3.22,1.0057832768544126,22.50153866666667,22.498461338641913,0.003077333333333334,0.0006911870626361264,225.01538666666667,0.014987752036617332
5.0,0.0,1.86,1.02975725294848,3.14,1.02975725294848,22.501683333333336,22.498316672022227,0.003366666666666667,0.0006942365911160581,225.01683333333335,0.017568943558956045
5.0,0.0,1.86,1.0864621484432855,3.14,1.0864621484432855,22.501740666666667,22.49825933769202,0.003481333333333335,0.0006262998926676871,225.0174066666667,0.019252508061721844
5.0,0.0,1.68,1.1565465835840767,3.32,1.1565465835840767,22.501904666666668,22.498095337357643,0.003809333333333334,0.0006017950924802672,225.01904666666667,0.021657588867543646
5.0,0.0,1.67,1.0300970828033638,3.33,1.0300970828033638,22.502004,22.497996002885966,0.004008,0.0005096212100941025,225.02004,0.02289877628947806
5.0,0.0,1.68,1.0571660229122009,3.32,1.0571660229122009,22.50205066666667,22.497949338391948,0.004101333333333334,0.000674710143526668,225.02050666666665,0.023815796811732244
5.0,0.0,1.68,1.182201336490532,3.32,1.182201336490532,22.50212966666667,22.497870337260196,0.004259333333333335,0.0005944611004935486,225.02129666666667,0.023070081394645257
